"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","percent_vote"
2012,"VIRGINIA","VA","PETERSBURG",51730,"PRESIDENT","BARACK OBAMA","DEMOCRAT",14283,15908,20191203,"TOTAL",89.7850138295197
2012,"VIRGINIA","VA","PORTSMOUTH",51740,"PRESIDENT","BARACK OBAMA","DEMOCRAT",32501,45922,20191203,"TOTAL",70.7743565175733
2012,"WEST VIRGINIA","WV","MONONGALIA",54061,"PRESIDENT","MITT ROMNEY","REPUBLICAN",16831,31475,20191203,"TOTAL",53.4741858617951
2016,"ALABAMA","AL","COFFEE",1031,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15875,20767,20191203,"TOTAL",76.4433957721385
2016,"ARIZONA","AZ","LA PAZ",4012,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4003,5951,20191203,"TOTAL",67.2660057133255
2016,"ARIZONA","AZ","MOHAVE",4015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",58282,79943,20191203,"TOTAL",72.9044444166469
2016,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3826,6212,20191203,"TOTAL",61.5904700579524
2016,"ARKANSAS","AR","ASHLEY",5003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5338,8083,20191203,"TOTAL",66.0398366942967
2016,"ARKANSAS","AR","BAXTER",5005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",14682,19766,20191203,"TOTAL",74.2790650612162
2016,"ARKANSAS","AR","CONWAY",5029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4849,7927,20191203,"TOTAL",61.1706824776082
2016,"ARKANSAS","AR","CRAIGHEAD",5031,"PRESIDENT","DONALD TRUMP","REPUBLICAN",22892,35573,20191203,"TOTAL",64.3521772130548
2016,"ARKANSAS","AR","CROSS",5037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4584,6874,20191203,"TOTAL",66.6860634274076
2016,"ARKANSAS","AR","DREW",5043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3968,6595,20191203,"TOTAL",60.1667930250189
2016,"ARKANSAS","AR","GARLAND",5051,"PRESIDENT","DONALD TRUMP","REPUBLICAN",26087,40805,20191203,"TOTAL",63.9308908222032
2016,"ARKANSAS","AR","HEMPSTEAD",5057,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4401,7049,20191203,"TOTAL",62.4343878564335
2016,"ARKANSAS","AR","HOT SPRING",5059,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8172,11944,20191203,"TOTAL",68.4192900200938
2016,"ARKANSAS","AR","INDEPENDENCE",5063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9936,13614,20191203,"TOTAL",72.9836932569414
2016,"ARKANSAS","AR","IZARD",5065,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4042,5448,20191203,"TOTAL",74.1923641703377
2016,"ARKANSAS","AR","LITTLE RIVER",5081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3605,5227,20191203,"TOTAL",68.9688157643008
2016,"ARKANSAS","AR","NEVADA",5099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2000,3246,20191203,"TOTAL",61.6142945163278
2016,"ARKANSAS","AR","POINSETT",5111,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5502,7722,20191203,"TOTAL",71.2509712509712
2016,"ARKANSAS","AR","SEARCY",5129,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2955,3728,20191203,"TOTAL",79.2650214592275
2016,"ARKANSAS","AR","SHARP",5135,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5407,7249,20191203,"TOTAL",74.5895985653194
2016,"ARKANSAS","AR","YELL",5149,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4608,6439,20191203,"TOTAL",71.5639074390433
2016,"CALIFORNIA","CA","IMPERIAL",6025,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",32667,48091,20191203,"TOTAL",67.9274708365391
2016,"CALIFORNIA","CA","LOS ANGELES",6037,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2464364,3434308,20191203,"TOTAL",71.7572215421564
2016,"CALIFORNIA","CA","SANTA CLARA",6085,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",511684,703709,20191203,"TOTAL",72.7124422168823
2016,"COLORADO","CO","DOLORES",8033,"PRESIDENT","DONALD TRUMP","REPUBLICAN",944,1255,20191203,"TOTAL",75.2191235059761
2016,"COLORADO","CO","LAS ANIMAS",8071,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3710,6793,20191203,"TOTAL",54.6150448991609
2016,"COLORADO","CO","MOFFAT",8081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5305,6525,20191203,"TOTAL",81.3026819923372
2016,"CONNECTICUT","CT","LITCHFIELD",9005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",53051,97442,20191203,"TOTAL",54.4436690544119
2016,"FLORIDA","FL","BREVARD",12009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",181848,314752,20191203,"TOTAL",57.7750101667344
2016,"FLORIDA","FL","MIAMI-DADE",12086,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",624146,980204,20191203,"TOTAL",63.6751125275963
2016,"GEORGIA","GA","APPLING",13001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5494,7012,20191203,"TOTAL",78.3513976041072
2016,"GEORGIA","GA","ATKINSON",13003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1878,2610,20191203,"TOTAL",71.9540229885058
2016,"GEORGIA","GA","BACON",13005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3364,4020,20191203,"TOTAL",83.681592039801
2016,"GEORGIA","GA","BANKS",13011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6134,6975,20191203,"TOTAL",87.9426523297491
2016,"GEORGIA","GA","BARTOW",13015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",29911,39550,20191203,"TOTAL",75.6283185840708
2016,"GEORGIA","GA","BLECKLEY",13023,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3719,4974,20191203,"TOTAL",74.7687977482911
2016,"GEORGIA","GA","BRANTLEY",13025,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5567,6301,20191203,"TOTAL",88.3510553880336
2016,"GEORGIA","GA","BUTTS",13035,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6717,9514,20191203,"TOTAL",70.6012192558335
2016,"GEORGIA","GA","CATOOSA",13047,"PRESIDENT","DONALD TRUMP","REPUBLICAN",20876,26757,20191203,"TOTAL",78.020704862279
2016,"GEORGIA","GA","CHARLTON",13049,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2951,4016,20191203,"TOTAL",73.4810756972112
2016,"GEORGIA","GA","CHATTAHOOCHEE",13053,"PRESIDENT","DONALD TRUMP","REPUBLICAN",751,1390,20191203,"TOTAL",54.0287769784173
2016,"GEORGIA","GA","CHATTOOGA",13055,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6462,8252,20191203,"TOTAL",78.3082888996607
2016,"GEORGIA","GA","COLQUITT",13071,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9898,13624,20191203,"TOTAL",72.651203758074
2016,"GEORGIA","GA","DODGE",13091,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5021,7009,20191203,"TOTAL",71.6364673990584
2016,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5335,7860,20191203,"TOTAL",67.8753180661578
2016,"GEORGIA","GA","EVANS",13109,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2404,3613,20191203,"TOTAL",66.5375034597288
2016,"GEORGIA","GA","FANNIN",13111,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9632,11812,20191203,"TOTAL",81.544192346766
2016,"GEORGIA","GA","GILMER",13123,"PRESIDENT","DONALD TRUMP","REPUBLICAN",10477,12773,20191203,"TOTAL",82.0245831049871
2016,"GEORGIA","GA","GORDON",13129,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15191,18959,20191203,"TOTAL",80.1255340471544
2016,"GEORGIA","GA","HARRIS",13145,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11936,16502,20191203,"TOTAL",72.3306265907163
2016,"GEORGIA","GA","HEARD",13149,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3370,4223,20191203,"TOTAL",79.8010892730287
2016,"GEORGIA","GA","IRWIN",13155,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2716,3670,20191203,"TOTAL",74.0054495912807
2016,"GEORGIA","GA","JEFF DAVIS",13161,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4104,5096,20191203,"TOTAL",80.5337519623234
2016,"GEORGIA","GA","JENKINS",13165,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1895,3056,20191203,"TOTAL",62.0091623036649
2016,"GEORGIA","GA","LANIER",13173,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1984,2871,20191203,"TOTAL",69.1048415186346
2016,"GEORGIA","GA","MERIWETHER",13199,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5222,9217,20191203,"TOTAL",56.6561788000434
2016,"GEORGIA","GA","OGLETHORPE",13221,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4625,6674,20191203,"TOTAL",69.2987713515133
2016,"GEORGIA","GA","PIKE",13231,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7278,8725,20191203,"TOTAL",83.4154727793696
2016,"GEORGIA","GA","RABUN",13241,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6287,7992,20191203,"TOTAL",78.6661661661662
2016,"GEORGIA","GA","SCHLEY",13249,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1472,1909,20191203,"TOTAL",77.1084337349398
2016,"GEORGIA","GA","SCREVEN",13251,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3305,5715,20191203,"TOTAL",57.830271216098
2016,"GEORGIA","GA","TATTNALL",13267,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5096,6903,20191203,"TOTAL",73.8229755178908
2016,"GEORGIA","GA","TELFAIR",13271,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2450,3796,20191203,"TOTAL",64.5416227608008
2016,"GEORGIA","GA","TOOMBS",13279,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6615,9138,20191203,"TOTAL",72.3900196979645
2016,"GEORGIA","GA","TOWNS",13281,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5383,6764,20191203,"TOTAL",79.5830869308102
2016,"GEORGIA","GA","TREUTLEN",13283,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1809,2703,20191203,"TOTAL",66.9256381798002
2016,"GEORGIA","GA","UPSON",13293,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7292,10934,20191203,"TOTAL",66.6910554234498
2016,"GEORGIA","GA","WHITE",13311,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9761,11823,20191203,"TOTAL",82.5594180833968
2016,"IOWA","IA","ALLAMAKEE",19005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4093,6923,20191203,"TOTAL",59.1217680196447
2016,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4033,6136,20191203,"TOTAL",65.7268578878748
2016,"IOWA","IA","AUDUBON",19009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2136,3412,20191203,"TOTAL",62.6025791324736
2016,"IOWA","IA","EMMET",19063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3124,4753,20191203,"TOTAL",65.7269093204292
2016,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3628,5750,20191203,"TOTAL",63.095652173913
2016,"IOWA","IA","IDA",19093,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2655,3612,20191203,"TOTAL",73.5049833887043
2016,"IOWA","IA","KEOKUK",19107,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3390,4985,20191203,"TOTAL",68.0040120361083
2016,"IOWA","IA","KOSSUTH",19109,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5653,8607,20191203,"TOTAL",65.6790984082723
2016,"IOWA","IA","LOUISA",19115,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3069,5008,20191203,"TOTAL",61.2819488817891
2016,"IOWA","IA","LUCAS",19117,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2877,4354,20191203,"TOTAL",66.0771704180064
2016,"IOWA","IA","LYON",19119,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5192,6377,20191203,"TOTAL",81.4175944801631
2016,"IOWA","IA","MAHASKA",19123,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7432,10632,20191203,"TOTAL",69.9021820917984
2016,"IOWA","IA","MONONA",19133,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3120,4572,20191203,"TOTAL",68.241469816273
2016,"IOWA","IA","O'BRIEN",19141,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5752,7406,20191203,"TOTAL",77.6667566837699
2016,"IOWA","IA","OSCEOLA",19143,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2531,3213,20191203,"TOTAL",78.7737317149082
2016,"IOWA","IA","PALO ALTO",19147,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3081,4703,20191203,"TOTAL",65.511375717627
2016,"IOWA","IA","PLYMOUTH",19149,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9680,13190,20191203,"TOTAL",73.3889310083397
2016,"IOWA","IA","RINGGOLD",19159,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1824,2707,20191203,"TOTAL",67.3808644255634
2016,"IOWA","IA","SAC",19161,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3703,5212,20191203,"TOTAL",71.0475825019187
2016,"IOWA","IA","TAMA",19171,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4971,8752,20191203,"TOTAL",56.7984460694698
2016,"IOWA","IA","WAPELLO",19179,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8715,15149,20191203,"TOTAL",57.5285497392567
2016,"IOWA","IA","WINNEBAGO",19189,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3447,5787,20191203,"TOTAL",59.5645412130638
2016,"IOWA","IA","WOODBURY",19193,"PRESIDENT","DONALD TRUMP","REPUBLICAN",24727,43718,20191203,"TOTAL",56.5602269088247
2016,"KANSAS","KS","HODGEMAN",20083,"PRESIDENT","DONALD TRUMP","REPUBLICAN",855,1017,20191203,"TOTAL",84.070796460177
2016,"KANSAS","KS","KEARNY",20093,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1075,1316,20191203,"TOTAL",81.6869300911854
2016,"KENTUCKY","KY","CRITTENDEN",21055,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3290,4037,20191203,"TOTAL",81.4961605152341
2016,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4135,5244,20191203,"TOTAL",78.8520213577422
2016,"KENTUCKY","KY","JOHNSON",21115,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8043,9572,20191203,"TOTAL",84.0263267864605
2016,"KENTUCKY","KY","LAUREL",21125,"PRESIDENT","DONALD TRUMP","REPUBLICAN",20592,24833,20191203,"TOTAL",82.9219184150123
2016,"KENTUCKY","KY","LETCHER",21133,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7293,9134,20191203,"TOTAL",79.8445368951171
2016,"KENTUCKY","KY","MCCRACKEN",21145,"PRESIDENT","DONALD TRUMP","REPUBLICAN",20774,31307,20191203,"TOTAL",66.3557670808445
2016,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","DONALD TRUMP","REPUBLICAN",22902,28041,20191203,"TOTAL",81.6732641489248
2016,"KENTUCKY","KY","WHITLEY",21235,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11312,13774,20191203,"TOTAL",82.1257441556556
2016,"MARYLAND","MD","ALLEGANY",24001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",21270,30654,20191203,"TOTAL",69.3873556468976
2016,"MARYLAND","MD","CAROLINE",24011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9368,14113,20191203,"TOTAL",66.3785162616028
2016,"MARYLAND","MD","CECIL",24015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",28868,45269,20191203,"TOTAL",63.7699087675893
2016,"MARYLAND","MD","GARRETT",24023,"PRESIDENT","DONALD TRUMP","REPUBLICAN",10776,14011,20191203,"TOTAL",76.9109985011776
2016,"MARYLAND","MD","WORCESTER",24047,"PRESIDENT","DONALD TRUMP","REPUBLICAN",17210,28273,20191203,"TOTAL",60.8707954585647
2016,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8469,13582,20191203,"TOTAL",62.3545869533206
2016,"MICHIGAN","MI","BENZIE",26019,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5539,10228,20191203,"TOTAL",54.155260070395
2016,"MICHIGAN","MI","CHARLEVOIX",26029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8674,14589,20191203,"TOTAL",59.4557543354582
2016,"MICHIGAN","MI","KEWEENAW",26083,"PRESIDENT","DONALD TRUMP","REPUBLICAN",814,1434,20191203,"TOTAL",56.7642956764296
2016,"MICHIGAN","MI","MACKINAC",26097,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3744,6097,20191203,"TOTAL",61.407249466951
2016,"MICHIGAN","MI","MACOMB",26099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",224665,419312,20191203,"TOTAL",53.5794348838097
2016,"MISSISSIPPI","MS","GEORGE",28039,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8696,9891,20191203,"TOTAL",87.9183095743605
2016,"MISSOURI","MO","CAPE GIRARDEAU",29031,"PRESIDENT","DONALD TRUMP","REPUBLICAN",27017,37038,20191203,"TOTAL",72.9440034559101
2016,"MISSOURI","MO","CRAWFORD",29055,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7724,9696,20191203,"TOTAL",79.6617161716172
2016,"MONTANA","MT","PETROLEUM",30069,"PRESIDENT","DONALD TRUMP","REPUBLICAN",278,322,20191203,"TOTAL",86.3354037267081
2016,"NEBRASKA","NE","BANNER",31007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",357,402,20191203,"TOTAL",88.8059701492537
2016,"NEBRASKA","NE","DAWES",31045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2632,3676,20191203,"TOTAL",71.5995647442873
2016,"NEBRASKA","NE","HOOKER",31091,"PRESIDENT","DONALD TRUMP","REPUBLICAN",355,417,20191203,"TOTAL",85.1318944844125
2016,"NEBRASKA","NE","KEYA PAHA",31103,"PRESIDENT","DONALD TRUMP","REPUBLICAN",460,479,20191203,"TOTAL",96.0334029227557
2016,"NEBRASKA","NE","LOUP",31115,"PRESIDENT","DONALD TRUMP","REPUBLICAN",323,385,20191203,"TOTAL",83.8961038961039
2016,"NEW JERSEY","NJ","CAPE MAY",34009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",28446,48722,20191203,"TOTAL",58.3843027790321
2016,"NEW JERSEY","NJ","OCEAN",34029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",179079,274362,20191203,"TOTAL",65.2710652349815
2016,"NEW YORK","NY","CHEMUNG",36015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",20097,36119,20191203,"TOTAL",55.6410753343116
2016,"NEW YORK","NY","NEW YORK",36061,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",579013,668939,20191203,"TOTAL",86.5569207356725
2016,"NEW YORK","NY","NIAGARA",36063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",51961,92402,20191203,"TOTAL",56.2336313066817
2016,"NEW YORK","NY","SCHOHARIE",36095,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8831,14050,20191203,"TOTAL",62.8540925266904
2016,"PENNSYLVANIA","PA","BLAIR",42013,"PRESIDENT","DONALD TRUMP","REPUBLICAN",39135,54909,20191203,"TOTAL",71.272468994154
2016,"PENNSYLVANIA","PA","LUZERNE",42079,"PRESIDENT","DONALD TRUMP","REPUBLICAN",78688,134983,20191203,"TOTAL",58.2947482275546
2016,"PENNSYLVANIA","PA","LYCOMING",42081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",35627,50565,20191203,"TOTAL",70.4578265598734
2016,"PENNSYLVANIA","PA","NORTHUMBERLAND",42097,"PRESIDENT","DONALD TRUMP","REPUBLICAN",25427,36622,20191203,"TOTAL",69.4309431489269
2016,"PENNSYLVANIA","PA","SCHUYLKILL",42107,"PRESIDENT","DONALD TRUMP","REPUBLICAN",44001,62869,20191203,"TOTAL",69.9883885539773
2016,"PENNSYLVANIA","PA","WESTMORELAND",42129,"PRESIDENT","DONALD TRUMP","REPUBLICAN",116522,182051,20191203,"TOTAL",64.0051414164163
2016,"SOUTH CAROLINA","SC","ABBEVILLE",45001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6763,10775,20191203,"TOTAL",62.7656612529002
2016,"SOUTH CAROLINA","SC","COLLETON",45029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9091,17251,20191203,"TOTAL",52.6983942959828
2016,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6842,11644,20191203,"TOTAL",58.7598763311577
2016,"SOUTH CAROLINA","SC","GEORGETOWN",45043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",17389,31657,20191203,"TOTAL",54.9293995009003
2016,"SOUTH CAROLINA","SC","HORRY",45051,"PRESIDENT","DONALD TRUMP","REPUBLICAN",89288,132920,20191203,"TOTAL",67.1742401444478
2016,"SOUTH CAROLINA","SC","SALUDA",45081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5526,8564,20191203,"TOTAL",64.5259224661373
2016,"TENNESSEE","TN","BRADLEY",47011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",29768,38666,20191203,"TOTAL",76.9875342678322
2016,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15857,20692,20191203,"TOTAL",76.6334815387589
2016,"TEXAS","TX","BANDERA",48019,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8163,10218,20191203,"TOTAL",79.8884321785085
2016,"TEXAS","TX","BASTROP",48021,"PRESIDENT","DONALD TRUMP","REPUBLICAN",16328,28454,20191203,"TOTAL",57.3838476136923
2016,"TEXAS","TX","BLANCO",48031,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4212,5685,20191203,"TOTAL",74.089709762533
2016,"TEXAS","TX","BOWIE",48037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",24924,34602,20191203,"TOTAL",72.0305184671406
2016,"TEXAS","TX","CHILDRESS",48075,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1802,2084,20191203,"TOTAL",86.468330134357
2016,"TEXAS","TX","COTTLE",48101,"PRESIDENT","DONALD TRUMP","REPUBLICAN",506,612,20191203,"TOTAL",82.6797385620915
2016,"TEXAS","TX","EL PASO",48141,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",147843,214008,20191203,"TOTAL",69.082931479197
2016,"TEXAS","TX","HAMILTON",48193,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3060,3620,20191203,"TOTAL",84.5303867403315
2016,"TEXAS","TX","HUNT",48231,"PRESIDENT","DONALD TRUMP","REPUBLICAN",23910,31554,20191203,"TOTAL",75.7748621410915
2016,"TEXAS","TX","IRION",48235,"PRESIDENT","DONALD TRUMP","REPUBLICAN",660,766,20191203,"TOTAL",86.1618798955614
2016,"TEXAS","TX","KAUFMAN",48257,"PRESIDENT","DONALD TRUMP","REPUBLICAN",29587,41265,20191203,"TOTAL",71.699987883194
2016,"TEXAS","TX","LIMESTONE",48293,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5796,7739,20191203,"TOTAL",74.8933970797261
2016,"TEXAS","TX","MCMULLEN",48311,"PRESIDENT","DONALD TRUMP","REPUBLICAN",454,499,20191203,"TOTAL",90.9819639278557
2016,"TEXAS","TX","MASON",48319,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1656,2057,20191203,"TOTAL",80.5055906660185
2016,"TEXAS","TX","MEDINA",48325,"PRESIDENT","DONALD TRUMP","REPUBLICAN",12085,17246,20191203,"TOTAL",70.0742201090108
2016,"TEXAS","TX","NAVARRO",48349,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11994,16433,20191203,"TOTAL",72.9872816892838
2016,"TEXAS","TX","SHACKELFORD",48417,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1378,1504,20191203,"TOTAL",91.6223404255319
2016,"TEXAS","TX","WALLER",48473,"PRESIDENT","DONALD TRUMP","REPUBLICAN",10531,16784,20191203,"TOTAL",62.7442802669209
2016,"TEXAS","TX","WOOD",48499,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15700,18727,20191203,"TOTAL",83.8361723714423
2016,"VIRGINIA","VA","ALBEMARLE",51003,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",33345,56726,20191203,"TOTAL",58.7825688396855
2016,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4708,7040,20191203,"TOTAL",66.875
2016,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9719,15396,20191203,"TOTAL",63.1267861782281
2016,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5715,8011,20191203,"TOTAL",71.3394083135688
2016,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",92016,121356,20191203,"TOTAL",75.8231978641353
2016,"VIRGINIA","VA","BLAND",51021,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2573,3139,20191203,"TOTAL",81.9687798661994
2016,"VIRGINIA","VA","BOTETOURT",51023,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13375,18739,20191203,"TOTAL",71.3752067879823
2016,"VIRGINIA","VA","BUCHANAN",51027,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7296,9247,20191203,"TOTAL",78.9012652752244
2016,"VIRGINIA","VA","BUCKINGHAM",51029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3950,7295,20191203,"TOTAL",54.1466758053461
2016,"VIRGINIA","VA","DICKENSON",51051,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4932,6440,20191203,"TOTAL",76.583850931677
2016,"VIRGINIA","VA","FAIRFAX",51059,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",355133,551183,20191203,"TOTAL",64.4310510302386
2016,"VIRGINIA","VA","HENRICO",51087,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",93935,163654,20191203,"TOTAL",57.3985359355714
2016,"VIRGINIA","VA","KING AND QUEEN",51097,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2099,3697,20191203,"TOTAL",56.7757641330809
2016,"VIRGINIA","VA","KING WILLIAM",51101,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5975,9161,20191203,"TOTAL",65.2221373212531
2016,"VIRGINIA","VA","LUNENBURG",51111,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3204,5586,20191203,"TOTAL",57.3576799140709
2016,"VIRGINIA","VA","NOTTOWAY",51135,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3712,6744,20191203,"TOTAL",55.0415183867141
2016,"VIRGINIA","VA","PAGE",51139,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7831,10740,20191203,"TOTAL",72.9143389199255
